,,EPSReportDate,EPSSurpriseDollar,actualEPS,announceTime,consensusEPS,estimatedChangePercent,estimatedEPS,fiscalEndDate,fiscalPeriod,numberOfEstimates,symbolId,yearAgo,yearAgoChangePercent
CBAN,-1q,2018-04-18,,0.37,,,,,2018-03-31,,,1068,0.22,0.6818181818181818
CBAN,-2q,2018-01-26,,0.3,,,,,2017-12-31,,,1068,0.22,0.3636363636363636
CBAN,-3q,2017-10-17,,0.3,,,,,2017-09-30,,,1068,0.22,0.3636363636363636
CBAN,-4q,2017-07-18,,0.28,,,,,2017-06-30,,,1068,0.21,0.33333333333333354
CBAY,-1q,2018-05-08,-0.18,-0.32,AMC,-0.14,0.3,-0.14,2018-03-31,Q1 2018,6,8841,-0.2,-0.6
CBAY,-2q,2018-03-15,0.06,-0.11,AMC,-0.17,0.4333333333333333,-0.17,2017-12-31,Q4 2017,6,8841,-0.3,0.6333333333333334
CBAY,-3q,2017-11-08,-0.02,-0.21,AMC,-0.19,0.24,-0.19,2017-09-30,Q3 2017,5,8841,-0.25,0.16000000000000003
CBAY,-4q,2017-08-10,-0.06,-0.31,AMC,-0.25,0.16666666666666663,-0.25,2017-06-30,Q2 2017,4,8841,-0.3,-0.03333333333333337
CBB,-1q,2018-05-09,-0.04,-0.19,BTO,-0.15,-13.999999999999998,-0.15,2018-03-31,Q1 2018,4,1069,-0.01,-18.0
CBB,-2q,2018-02-15,-0.24,-0.18,BTO,0.06,4.999999999999999,0.06,2017-12-31,Q4 2017,2,1069,0.01,-19.0
CBB,-3q,2017-11-02,0.05,0.03,BTO,-0.02,-1.4000000000000001,-0.02,2017-09-30,Q3 2017,4,1069,0.05,-0.4000000000000001
CBB,-4q,2017-08-04,-0.01,0.07,BTO,0.08,0.6,0.08,2017-06-30,Q2 2017,2,1069,0.05,0.4000000000000001
CBD,-1q,2018-04-26,0.03,0.16,AMC,0.13,,0.13,2018-03-31,Q1 2018,1,1071,0.13,0.23076923076923075
CBD,-2q,2018-02-19,-0.07,0.17,,0.24,,0.24,2017-12-31,Q4 2017,1,1071,,
CBD,-3q,2017-10-26,0.11,0.12,,0.01,1.25,0.01,2017-09-30,Q3 2017,1,1071,-0.04,4.0
CBD,-4q,2017-07-25,0.39,0.45,AMC,0.06,,0.06,2017-06-30,Q2 2017,1,1071,,
CBFV,-1q,2018-04-27,-0.21,0.33,,0.54,0.28571428571428586,0.54,2018-03-31,Q1 2018,1,9461,0.42,-0.21428571428571422
CBFV,-2q,2018-02-12,-0.17,0.31,,0.48,-0.02040816326530614,0.48,2017-12-31,Q4 2017,1,9461,0.49,-0.3673469387755102
CBFV,-3q,2017-10-27,0.09,0.5,,0.41,0.07894736842105256,0.41,2017-09-30,Q3 2017,1,9461,0.38,0.3157894736842105
CBFV,-4q,2017-07-28,0.01,0.44,,0.43,-0.10416666666666664,0.43,2017-06-30,Q2 2017,1,9461,0.48,-0.0833333333333333
CBIO,-1q,2018-05-03,0.74,-0.56,,-1.3,0.7155361050328228,-1.3,2018-03-31,Q1 2018,1.0,6884,-4.57,0.8774617067833697
CBIO,-2q,2018-03-01,0.45,-0.96,,-1.41,0.6987179487179487,-1.41,2017-12-31,Q4 2017,1.0,6884,-4.68,0.7948717948717948
CBIO,-3q,2017-11-02,,-1.34,,,,,2017-09-30,Q3 2017,,6884,-6.0,0.7766666666666667
CBIO,-4q,2017-08-03,,-2.53,BTO,,,,2017-06-30,Q2 2017,,6884,-6.3,0.5984126984126984
CBK,-1q,2018-05-31,-0.06,-0.14,BTO,-0.08,0.20000000000000004,-0.08,2018-04-30,Q1 2019,1,1077,-0.1,-0.4000000000000001
CBK,-2q,2018-03-08,0.05,-0.22,BTO,-0.27,0.41304347826086957,-0.27,2018-01-31,Q4 2018,1,1077,-0.46,0.5217391304347826
CBK,-3q,2017-11-28,0.03,-0.05,BTO,-0.08,-1.8888888888888888,-0.08,2017-10-31,Q3 2018,1,1077,0.09,-1.5555555555555558
CBK,-4q,2017-08-29,0.02,-0.2,BTO,-0.22,-1.2,-0.22,2017-07-31,Q2 2018,1,1077,-0.1,-1.0
CBL,-1q,2018-04-26,,0.42,AMC,0.42,-0.19230769230769237,0.42,2018-03-31,Q1 2018,8,1078,0.52,-0.19230769230769237
CBL,-2q,2018-02-08,-0.02,0.56,AMC,0.58,-0.14705882352941188,0.58,2017-12-31,Q4 2017,9,1078,0.68,-0.1764705882352941
CBL,-3q,2017-11-02,-0.04,0.5,AMC,0.54,-0.05263157894736828,0.54,2017-09-30,Q3 2017,10,1078,0.57,-0.12280701754385957
CBL,-4q,2017-08-03,-0.03,0.5,AMC,0.53,-0.1016949152542372,0.53,2017-06-30,Q2 2017,9,1078,0.59,-0.1525423728813559
CBLI,-1q,2018-05-15,,-0.11,,,,,2018-03-31,,,1081,-0.15,0.26666666666666666
CBLI,-2q,2018-03-06,,-0.1,,,,,2017-12-31,Q4 2017,,1081,-0.11,0.09090909090909087
CBLI,-3q,2017-11-14,,-0.11,,,,,2017-09-30,,,1081,0.1,-2.1
CBLI,-4q,2017-08-14,,-0.5,,,,,2017-06-30,,,1081,-0.17,-1.9411764705882348
CBLK,-1q,2018-06-07,0.3,-1.19,AMC,-1.49,,-1.49,2018-03-31,Q1 2018,4,14376,,
CBM,-1q,2018-05-03,0.22,0.72,BTO,0.5,-0.26470588235294124,0.5,2018-03-31,Q1 2018,1,1082,0.68,0.058823529411764594
CBM,-2q,2018-02-08,0.17,1.27,BTO,1.1,-0.0677966101694914,1.1,2017-12-31,Q4 2017,3,1082,1.18,0.07627118644067804
CBM,-3q,2017-11-07,0.08,0.55,BTO,0.47,0.06818181818181812,0.47,2017-09-30,Q3 2017,2,1082,0.44,0.2500000000000001
CBM,-4q,2017-08-04,0.01,0.76,BTO,0.75,0.19047619047619047,0.75,2017-06-30,Q2 2017,2,1082,0.63,0.20634920634920637
CBMG,-1q,2018-05-07,-0.04,-0.51,,-0.47,-0.09302325581395345,-0.47,2018-03-31,Q1 2018,1.0,8842,-0.43,-0.186046511627907
CBMG,-2q,2018-03-06,,-0.48,,,,,2017-12-31,,,8842,-0.43,-0.11627906976744183
CBMG,-3q,2017-11-09,,-0.43,,,,,2017-09-30,,,8842,-0.54,0.20370370370370378
CBMG,-4q,2017-08-08,,-0.43,,,,,2017-06-30,,,8842,-0.52,0.17307692307692313
CBO,-1q,1997-07-15,,0.98,,,,,1997-05-31,Q2 1997,,7897,0.67,46.0
CBO,-2q,1997-04-07,,0.47,,,,,1997-02-28,Q1 1997,,7897,0.2,135.0
CBO,-3q,1997-02-10,,1.0,,,,,1996-11-30,Q4 1996,,7897,0.57,75.0
CBO,-4q,1996-10-16,-0.18,0.67,,0.85,27.0,0.85,1996-08-31,Q3 1996,1.0,7897,0.67,
CBOE,-1q,2018-05-04,0.11,1.38,BTO,1.27,0.6282051282051282,1.27,2018-03-31,Q1 2018,6,1087,0.78,0.769230769230769
CBOE,-2q,2018-02-09,-0.01,0.87,BTO,0.88,0.3968253968253968,0.88,2017-12-31,Q4 2017,6,1087,0.63,0.38095238095238093
CBOE,-3q,2017-11-07,0.01,0.89,BTO,0.88,0.517241379310345,0.88,2017-09-30,Q3 2017,6,1087,0.58,0.5344827586206898
CBOE,-4q,2017-08-04,0.01,0.87,BTO,0.86,0.43333333333333335,0.86,2017-06-30,Q2 2017,7,1087,0.6,0.45000000000000007
CBPO,-1q,2018-05-04,-0.07,1.21,AMC,1.28,-0.030303030303030328,1.28,2018-03-31,Q1 2018,1,13172,1.32,-0.0833333333333334
CBPO,-2q,2018-02-28,-0.21,0.9,AMC,1.11,0.5633802816901411,1.11,2017-12-31,Q4 2017,1,13172,0.71,0.267605633802817
CBPO,-3q,2017-11-01,-0.19,1.11,AMC,1.3,0.28712871287128716,1.3,2017-09-30,Q3 2017,1,13172,1.01,0.0990099009900991
CBPO,-4q,2017-08-02,-0.01,1.35,AMC,1.36,0.23636363636363636,1.36,2017-06-30,Q2 2017,1,13172,1.1,0.22727272727272727
CBPX,-1q,2018-05-03,-0.01,0.36,AMC,0.37,0.15624999999999997,0.37,2018-03-31,Q1 2018,5,8210,0.32,0.12499999999999993
CBPX,-2q,2018-02-22,0.09,0.41,AMC,0.32,0.03225806451612906,0.32,2017-12-31,Q4 2017,4,8210,0.31,0.32258064516129026
CBPX,-3q,2017-11-09,,0.29,AMC,0.29,0.15999999999999992,0.29,2017-09-30,Q3 2017,4,8210,0.25,0.15999999999999992
CBPX,-4q,2017-08-03,-0.01,0.32,AMC,0.33,0.06451612903225812,0.33,2017-06-30,Q2 2017,2,8210,0.31,0.03225806451612906
CBRE,-1q,2018-05-02,0.05,0.54,BTO,0.49,,0.49,2018-03-31,Q1 2018,4,1074,,
CBRL,-1q,2018-05-22,0.1,2.03,BTO,1.93,-0.010256410256410265,1.93,2018-04-30,Q3 2018,3,1090,1.95,0.04102564102564095
CBRL,-2q,2018-02-20,0.31,2.73,BTO,2.42,0.1050228310502283,2.42,2018-01-31,Q2 2018,3,1090,2.19,0.24657534246575344
CBRL,-3q,2017-11-21,0.06,1.92,BTO,1.86,-0.07462686567164165,1.86,2017-10-31,Q1 2018,3,1090,2.01,-0.04477611940298501
CBRL,-4q,2017-09-13,0.05,2.23,BTO,2.18,0.028301886792452855,2.18,2017-07-31,Q4 2017,4,1090,2.12,0.05188679245283013
CBS,-1q,2018-05-03,0.15,1.34,AMC,1.19,0.14423076923076913,1.19,2018-03-31,Q1 2018,28,1092,1.04,0.2884615384615385
CBS,-2q,2018-02-15,0.01,1.15,AMC,1.14,0.027027027027026848,1.14,2017-12-31,Q4 2017,30,1092,1.11,0.03603603603603586
CBS,-3q,2017-11-02,0.04,1.11,AMC,1.07,0.019047619047619063,1.07,2017-09-30,Q3 2017,11,1092,1.05,0.05714285714285719
CBS,-4q,2017-08-07,0.07,1.04,AMC,0.97,0.043010752688171956,0.97,2017-06-30,Q2 2017,12,1092,0.93,0.1182795698924731
CBS.A,-1q,2018-05-03,,1.34,AMC,,,,2018-03-31,,,1093,1.04,0.2884615384615385
CBS.A,-2q,2018-02-15,,1.15,AMC,,,,2017-12-31,,,1093,1.11,0.03603603603603586
CBS.A,-3q,2017-11-02,,1.11,AMC,,,,2017-09-30,,,1093,1.05,0.05714285714285719
CBS.A,-4q,2017-08-07,,1.04,AMC,,,,2017-06-30,,,1093,0.93,0.1182795698924731
CBSH,-1q,2018-04-12,0.12,0.92,BTO,0.8,0.23076923076923078,0.8,2018-03-31,Q1 2018,8,1094,0.65,0.4153846153846154
CBSH,-2q,2018-01-18,0.03,0.74,BTO,0.71,0.09230769230769222,0.71,2017-12-31,Q4 2017,7,1094,0.65,0.1384615384615384
CBSH,-3q,2017-10-12,-0.03,0.68,,0.71,0.1451612903225806,0.71,2017-09-30,Q3 2017,9,1094,0.62,0.09677419354838718
CBSH,-4q,2017-07-13,0.04,0.71,BTO,0.67,,0.67,2017-06-30,Q2 2017,8,1094,0.67,0.059701492537313314
CBT,-1q,2018-05-07,0.04,1.04,AMC,1.0,0.14942528735632185,1.0,2018-03-31,Q2 2018,7,1096,0.87,0.19540229885057475
CBT,-2q,2018-02-06,0.15,0.93,AMC,0.78,-0.07142857142857137,0.78,2017-12-31,Q1 2018,6,1096,0.84,0.10714285714285725
CBT,-3q,2017-10-31,-0.02,0.91,AMC,0.93,-0.06999999999999995,0.93,2017-09-30,Q4 2017,6,1096,1.0,-0.08999999999999997
CBT,-4q,2017-08-01,-0.04,0.81,AMC,0.85,-0.08602150537634416,0.85,2017-06-30,Q3 2017,6,1096,0.93,-0.12903225806451613
CBTX,-1q,2018-04-26,,0.37,,,,,2018-03-31,Q1 2018,,13559,,
CBTX,-2q,2018-01-31,,0.24,,,,,2017-12-31,Q4 2017,,13559,,
CBTX,-3q,2017-12-14,,0.45,,,,,2017-09-30,,,13559,,
CBU,-1q,2018-04-24,0.1,0.82,AMC,0.72,0.12499999999999993,0.72,2018-03-31,Q1 2018,4,1097,0.64,0.2812499999999999
CBU,-2q,2018-01-22,0.02,0.71,BTO,0.69,0.13114754098360648,0.69,2017-12-31,Q4 2017,3,1097,0.61,0.16393442622950816
CBU,-3q,2017-10-23,0.06,0.73,BTO,0.67,0.09836065573770501,0.67,2017-09-30,Q3 2017,4,1097,0.61,0.19672131147540983
CBU,-4q,2017-07-31,0.13,0.73,AMC,0.6,0.03448275862068969,0.6,2017-06-30,Q2 2017,4,1097,0.58,0.2586206896551725
CBZ,-1q,2018-04-26,0.07,0.64,BTO,0.57,0.26666666666666655,0.57,2018-03-31,Q1 2018,1,1098,0.45,0.4222222222222222
CBZ,-2q,2018-02-15,0.03,0.04,BTO,0.01,2.0,0.01,2017-12-31,Q4 2017,1,1098,-0.01,5.0
CBZ,-3q,2017-11-02,-0.05,0.18,BTO,0.23,0.15,0.23,2017-09-30,Q3 2017,1,1098,0.2,-0.10000000000000009
CBZ,-4q,2017-08-03,0.03,0.2,BTO,0.17,0.06250000000000006,0.17,2017-06-30,Q2 2017,1,1098,0.16,0.25000000000000006
CC,-1q,2018-05-03,0.18,1.41,AMC,1.23,0.64,1.23,2018-03-31,Q1 2018,3,10093,0.75,0.8799999999999999
CC,-2q,2018-02-14,0.24,1.19,AMC,0.95,10.875,0.95,2017-12-31,Q4 2017,3,10093,0.08,13.874999999999998
CC,-3q,2017-11-02,0.11,1.12,AMC,1.01,0.6557377049180328,1.01,2017-09-30,Q3 2017,2,10093,0.61,0.8360655737704921
CC,-4q,2017-08-02,-0.03,0.87,AMC,0.9,2.333333333333333,0.9,2017-06-30,Q2 2017,2,10093,0.27,2.222222222222222
CCBG,-1q,2018-04-23,,0.25,,,,,2018-03-31,Q1 2018,,1100,0.16,0.5625
CCBG,-2q,2018-01-23,,0.24,,,,,2017-12-31,Q4 2017,,1100,0.2,0.1999999999999999
CCBG,-3q,2017-10-24,0.03,0.27,BTO,0.24,0.4117647058823528,0.24,2017-09-30,Q3 2017,2.0,1100,0.17,0.5882352941176471
CCBG,-4q,2017-07-25,,0.21,BTO,0.21,-0.0454545454545455,0.21,2017-06-30,Q2 2017,1.0,1100,0.22,-0.0454545454545455
CCCL,-1q,2018-05-21,,,,,,,2017-12-31,,,1102,-19.05,
CCCL,-2q,2018-04-30,,,BTO,,,,2018-03-31,,,1102,,
CCCL,-3q,2018-01-01,,,,,,,2017-09-30,,,1102,0.06,
CCCL,-4q,2017-10-02,,,BTO,,,,2017-06-30,,,1102,1.18,
CCCR,-1q,2018-05-21,,-0.02,,,,,2018-03-31,,,7738,-0.08,0.75
CCCR,-2q,2018-04-05,,,,,,,2017-12-31,,,7738,,
CCCR,-3q,2017-11-14,,-0.14,,,,,2017-09-30,,,7738,-0.04,-2.5
CCCR,-4q,2017-08-21,,-0.27,,,,,2017-06-30,,,7738,-0.12,-1.2500000000000002
CCE,-1q,2018-04-26,0.02,0.41,BTO,0.39,0.1818181818181818,0.39,2018-03-31,Q1 2018,5,11422,0.33,0.2424242424242423
CCE,-2q,2018-02-15,0.03,0.58,BTO,0.55,0.19565217391304351,0.55,2017-12-31,Q4 2017,5,11422,0.46,0.2608695652173912
CCE,-3q,2017-11-07,,0.8,BTO,0.8,0.08108108108108115,0.8,2017-09-30,Q3 2017,4,11422,0.74,0.08108108108108115
CCE,-4q,2017-08-10,0.1,0.74,BTO,0.64,0.015873015873015886,0.64,2017-06-30,Q2 2017,5,11422,0.63,0.1746031746031746
CCF,-1q,2018-04-04,,1.1,,,,,2018-02-28,,,1104,0.89,0.23595505617977536
CCF,-2q,2018-01-08,,0.88,,,,,2017-11-30,,,1104,1.1,-0.20000000000000007
CCF,-3q,2017-10-30,,1.21,,,,,2017-08-31,,,1104,1.16,0.043103448275862113
CCF,-4q,2017-07-05,,1.12,,,,,2017-05-31,,,1104,0.8,0.4000000000000001
CCI,-1q,2018-04-18,0.1,1.36,AMC,1.26,0.01612903225806453,1.26,2018-03-31,Q1 2018,4,1109,1.24,0.09677419354838718
CCI,-2q,2018-01-24,0.24,1.25,AMC,1.01,-0.12173913043478253,1.01,2017-12-31,Q4 2017,5,1109,1.15,0.08695652173913052
CCI,-3q,2017-10-18,0.05,1.15,AMC,1.1,0.009174311926605512,1.1,2017-09-30,Q3 2017,6,1109,1.09,0.05504587155963287
CCI,-4q,2017-07-19,0.05,1.2,AMC,1.15,-0.008620689655172422,1.15,2017-06-30,Q2 2017,7,1109,1.16,0.03448275862068969
CCIH,-1q,2018-04-02,,,,,,,2017-12-31,,,1110,-0.82,
CCIH,-2q,2018-01-02,,,,,,,2017-09-30,,,1110,-0.48,
CCIH,-3q,2017-10-05,,,,,,,2017-06-30,,,1110,-0.69,
CCIH,-4q,2017-07-03,,,,,,,2017-03-31,,,1110,-0.87,
CCJ,-1q,2018-04-27,0.07,0.05,BTO,-0.02,0.6,-0.02,2018-03-31,Q1 2018,1,1112,-0.05,2.0
CCJ,-2q,2018-02-09,0.07,0.36,BTO,0.29,0.7058823529411762,0.29,2017-12-31,Q4 2017,1,1112,0.17,1.1176470588235292
CCJ,-3q,2017-10-27,-0.2,-0.1,BTO,0.1,-0.5652173913043478,0.1,2017-09-30,Q3 2017,1,1112,0.23,-1.434782608695652
CCJ,-4q,2017-07-27,0.03,-0.08,BTO,-0.11,,-0.11,2017-06-30,Q2 2017,1,1112,-0.11,0.2727272727272727
CCK,-1q,2018-04-18,0.14,0.94,AMC,0.8,0.11111111111111122,0.8,2018-03-31,Q1 2018,6,1113,0.72,0.3055555555555555
CCK,-2q,2018-02-07,,0.79,AMC,0.79,0.11267605633802827,0.79,2017-12-31,Q4 2017,6,1113,0.71,0.11267605633802827
CCK,-3q,2017-10-18,,1.41,AMC,1.41,0.06015037593984951,1.41,2017-09-30,Q3 2017,6,1113,1.33,0.06015037593984951
CCK,-4q,2017-07-19,0.02,1.12,AMC,1.1,-0.07563025210084022,1.1,2017-06-30,Q2 2017,7,1113,1.19,-0.05882352941176457
CCL,-1q,2018-06-25,0.08,0.68,BTO,0.6,0.15384615384615377,0.6,2018-05-31,Q2 2018,7,1114,0.52,0.30769230769230776
CCL,-2q,2018-03-22,0.09,0.52,BTO,0.43,0.13157894736842102,0.43,2018-02-28,Q1 2018,8,1114,0.38,0.368421052631579
CCL,-3q,2017-12-19,0.13,0.63,BTO,0.5,-0.25373134328358216,0.5,2017-11-30,Q4 2017,8,1114,0.67,-0.05970149253731348
CCL,-4q,2017-09-26,0.09,2.29,,2.2,0.14583333333333348,2.2,2017-08-31,Q3 2017,8,1114,1.92,0.1927083333333334
CCLP,-1q,2018-05-07,-0.18,-0.4,BTO,-0.22,0.5217391304347826,-0.22,2018-03-31,Q1 2018,4,3024,-0.46,0.13043478260869565
CCLP,-2q,2018-02-27,-0.05,-0.29,BTO,-0.24,0.3333333333333333,-0.24,2017-12-31,Q4 2017,4,3024,-0.36,0.19444444444444448
CCLP,-3q,2017-11-08,,-0.26,BTO,-0.26,0.4468085106382978,-0.26,2017-09-30,Q3 2017,4,3024,-0.47,0.4468085106382978
CCLP,-4q,2017-08-08,0.04,-0.21,BTO,-0.25,-0.7857142857142856,-0.25,2017-06-30,Q2 2017,5,3024,-0.14,-0.4999999999999998
CCM,-1q,2018-05-07,,,,,,,2017-12-31,Q4 2017,1.0,1115,,
CCM,-2q,2017-08-25,,,AMC,,,,2017-06-30,Q2 2017,1.0,1115,-0.06,
CCM,-3q,2017-07-03,,,,,,,2017-03-31,Q1 2017,,1115,-0.11,
CCM,-4q,2017-04-03,,,,,,,2016-12-31,Q4 2016,1.0,1115,-0.58,
CCMP,-1q,2018-04-26,0.14,1.19,BTO,1.05,0.3815789473684211,1.05,2018-03-31,Q2 2018,1.0,1116,0.76,0.5657894736842104
CCMP,-2q,2018-01-25,0.17,1.19,BTO,1.02,0.10869565217391301,1.02,2017-12-31,Q1 2018,1.0,1116,0.92,0.2934782608695651
CCMP,-3q,2017-10-26,0.2,1.07,BTO,0.87,-0.043956043956043994,0.87,2017-09-30,Q4 2017,2.0,1116,0.91,0.17582417582417587
CCMP,-4q,2017-07-27,,0.81,BTO,,,,2017-06-30,Q3 2017,,1116,0.79,0.025316455696202552
CCNE,-1q,2018-04-16,-0.02,0.46,,0.48,0.11627906976744183,0.48,2018-03-31,Q1 2018,1,1117,0.43,0.06976744186046518
CCNE,-2q,2018-02-02,0.13,0.43,,0.3,-0.14285714285714282,0.3,2017-12-31,Q4 2017,1,1117,0.35,0.22857142857142862
CCNE,-3q,2017-10-19,0.08,0.47,,0.39,-0.1136363636363636,0.39,2017-09-30,Q3 2017,1,1117,0.44,0.06818181818181812
CCNE,-4q,2017-07-19,0.12,0.44,,0.32,,0.32,2017-06-30,Q2 2017,1,1117,,
CCO,-1q,2018-05-22,-0.13,-0.35,BTO,-0.22,-1.7500000000000002,-0.22,2018-03-31,Q1 2018,2,1118,-0.08,-3.3749999999999996
CCO,-2q,2018-04-05,,,,,,,2017-12-31,Q4 2017,1,1118,0.28,
CCO,-3q,2017-11-08,-0.11,-0.17,,-0.06,0.3333333333333333,-0.06,2017-09-30,Q3 2017,2,1118,-0.09,-0.8888888888888891
CCO,-4q,2017-08-03,,-0.01,BTO,-0.01,0.9473684210526315,-0.01,2017-06-30,Q2 2017,2,1118,-0.19,0.9473684210526315
CCOI,-1q,2018-05-03,,0.15,BTO,0.15,0.6666666666666666,0.15,2018-03-31,Q1 2018,8,1119,0.09,0.6666666666666666
CCOI,-2q,2018-02-22,-0.01,0.11,BTO,0.12,0.3333333333333333,0.12,2017-12-31,Q4 2017,10,1119,0.09,0.22222222222222227
CCOI,-3q,2017-11-02,-0.06,0.08,BTO,0.14,0.7500000000000001,0.14,2017-09-30,Q3 2017,11,1119,0.08,
CCOI,-4q,2017-08-03,-0.02,0.1,BTO,0.12,0.3333333333333333,0.12,2017-06-30,Q2 2017,12,1119,0.09,0.11111111111111122
CCR,-1q,2018-05-03,0.35,0.78,BTO,0.43,,0.43,2018-03-31,Q1 2018,2,9882,,
CCR,-2q,2018-02-06,0.03,0.48,BTO,0.45,,0.45,2017-12-31,Q4 2017,4,9882,,
CCRC,-1q,2018-04-27,,,,,,,2017-12-31,,,10917,,
CCRC,-2q,2017-07-28,,,,,,,2017-03-31,,,10917,,
CCRC,-3q,2017-05-05,,,,,,,2016-12-31,,,10917,,
CCRC,-4q,2016-07-29,,,,,,,2016-03-31,Q1 2016,,10917,,
CCRN,-1q,2018-05-02,0.04,0.06,AMC,0.02,-0.6,0.02,2018-03-31,Q1 2018,4,1120,0.05,0.1999999999999999
CCRN,-2q,2018-02-28,-0.02,0.17,AMC,0.19,-0.050000000000000044,0.19,2017-12-31,Q4 2017,3,1120,0.2,-0.15
CCRN,-3q,2017-11-01,0.06,0.23,AMC,0.17,-0.2916666666666666,0.17,2017-09-30,Q3 2017,2,1120,0.24,-0.04166666666666659
CCRN,-4q,2017-08-02,0.07,0.16,AMC,0.09,-0.43750000000000006,0.09,2017-06-30,Q2 2017,2,1120,0.16,
CCS,-1q,2018-05-08,0.22,0.75,AMC,0.53,0.325,0.53,2018-03-31,Q1 2018,4,8696,0.4,0.8749999999999999
CCS,-2q,2018-02-13,0.39,1.01,AMC,0.62,-0.12676056338028166,0.62,2017-12-31,Q4 2017,4,8696,0.71,0.42253521126760574
CCS,-3q,2017-11-02,0.33,0.73,AMC,0.4,-0.36507936507936506,0.4,2017-09-30,Q3 2017,4,8696,0.63,0.1587301587301587
CCS,-4q,2017-08-03,-0.01,0.66,AMC,0.67,0.08064516129032265,0.67,2017-06-30,Q2 2017,4,8696,0.62,0.06451612903225812
CCT,-1q,2018-05-15,-0.04,0.39,BTO,0.43,,0.43,2018-03-31,Q1 2018,2.0,13780,,
CCT,-2q,2018-03-14,,0.38,,,,,2017-12-31,Q4 2017,,13780,,
CCU,-1q,2018-05-09,,0.51,,,,,2018-03-31,Q1 2018,,1122,0.38,0.34210526315789475
CCU,-2q,2018-02-28,,0.47,,,,,2017-12-31,Q4 2017,,1122,0.45,0.04444444444444436
CCU,-3q,2017-11-08,0.01,0.16,,0.15,0.4999999999999999,0.15,2017-09-30,Q3 2017,1.0,1122,0.1,0.6
CCU,-4q,2017-10-03,,,,,,,2017-06-30,Q2 2017,1.0,1122,0.05,
CCXI,-1q,2018-05-09,0.06,-0.19,AMC,-0.25,-1.0833333333333335,-0.25,2018-03-31,Q1 2018,3,1127,-0.12,-0.5833333333333334
CCXI,-2q,2018-03-09,1.02,0.8,BTO,-0.22,-0.375,-0.22,2017-12-31,Q4 2017,2,1127,-0.16,6.0
CCXI,-3q,2017-11-07,0.15,-0.13,AMC,-0.28,-0.8666666666666669,-0.28,2017-09-30,Q3 2017,2,1127,-0.15,0.13333333333333328
CCXI,-4q,2017-08-08,,-0.19,AMC,-0.19,0.13636363636363635,-0.19,2017-06-30,Q2 2017,1,1127,-0.22,0.13636363636363635
CDAY,-1q,2018-05-22,,-0.11,,,,,2018-03-31,,,14326,,
CDE,-1q,2018-04-25,0.04,,AMC,-0.04,-2.0,-0.04,2018-03-31,Q1 2018,3,1128,0.04,
CDE,-2q,2018-02-07,0.03,0.08,AMC,0.05,4.0,0.05,2017-12-31,Q4 2017,3,1128,0.01,7.000000000000001
CDE,-3q,2017-10-25,-0.13,-0.1,AMC,0.03,-0.8571428571428571,0.03,2017-09-30,Q3 2017,2,1128,0.21,-1.4761904761904763
CDE,-4q,2017-07-26,-0.04,-0.01,AMC,0.03,-0.6666666666666666,0.03,2017-06-30,Q2 2017,1,1128,0.09,-1.1111111111111112
CDEV,-1q,2018-05-08,0.08,0.25,AMC,0.17,3.25,0.17,2018-03-31,Q1 2018,7,11239,0.04,5.25
CDEV,-2q,2018-02-26,0.01,0.11,AMC,0.1,,0.1,2017-12-31,Q4 2017,7,11239,,
CDEV,-3q,2017-11-06,0.01,0.06,AMC,0.05,2.25,0.05,2017-09-30,Q3 2017,7,11239,-0.04,2.5
CDEV,-4q,2017-08-07,0.05,0.07,AMC,0.02,,0.02,2017-06-30,Q2 2017,3,11239,,
CDK,-1q,2018-04-26,0.01,0.85,BTO,0.84,0.2923076923076922,0.84,2018-03-31,Q3 2018,5,9280,0.65,0.3076923076923076
CDK,-2q,2018-01-30,0.17,0.87,BTO,0.7,0.0937499999999999,0.7,2017-12-31,Q2 2018,5,9280,0.64,0.35937499999999994
CDK,-3q,2017-10-31,0.02,0.68,BTO,0.66,0.10000000000000009,0.66,2017-09-30,Q1 2018,5,9280,0.6,0.13333333333333347
CDK,-4q,2017-08-01,0.01,0.55,BTO,0.54,0.10204081632653071,0.54,2017-06-30,Q4 2017,5,9280,0.49,0.12244897959183684
CDLX,-1q,2018-05-10,0.02,-0.6,AMC,-0.62,,-0.62,2018-03-31,Q1 2018,3,14022,,
CDLX,-2q,2018-03-19,0.25,-1.1,AMC,-1.35,,-1.35,2017-12-31,Q4 2017,3,14022,,
CDMO,-1q,2018-03-12,-0.09,-0.23,AMC,-0.14,0.5,-0.14,2018-01-31,Q3 2018,1,5538,-0.28,0.1785714285714286
CDMO,-2q,2017-12-11,-0.15,-0.27,BTO,-0.12,0.14285714285714296,-0.12,2017-10-31,Q2 2018,1,5538,-0.14,-0.9285714285714285
CDMO,-3q,2017-09-11,0.06,-0.06,AMC,-0.12,0.6571428571428571,-0.12,2017-07-31,Q1 2018,1,5538,-0.35,0.8285714285714285
CDMO,-4q,2017-07-14,-0.09,-0.16,AMC,-0.07,0.7999999999999999,-0.07,2017-04-30,Q4 2017,1,5538,-0.35,0.5428571428571428
CDNA,-1q,2018-05-10,-0.09,-0.16,AMC,-0.07,0.7941176470588235,-0.07,2018-03-31,Q1 2018,1,8693,-0.34,0.5294117647058824
