,,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
CCO,-4q,-40032000,29472000,350173000,964222000,163066000,9468000,322146000,-4777000,239528000,-5012000,82618000,672319000,2017-06-30,,-1367819000,5416602000.0,163066000,5119121000,,672319000
CCOI,-1q,247011000,30179000,54875000,307549000,483569000,7003000,73831000,6784000,53311000,-484000,20520000,128706000,2018-03-31,,-97055000,716453000.0,236026000,718841000,,128706000
CCOI,-2q,-4240000,31360000,53916000,306118000,247011000,7171000,71310000,-6227000,51093000,-439000,20217000,125226000,2017-12-31,,-102544000,710588000.0,247011000,718181000,,125226000
CCOI,-3q,-7142000,28783000,53584000,310310000,250765000,6698000,69385000,3650000,52062000,-766000,17323000,122969000,2017-09-30,,-80123000,729860000.0,250765000,714779000,,122969000
CCOI,-4q,-294303000,28045000,51115000,313152000,256492000,7635000,68662000,4317000,50685000,-1456000,17977000,119777000,2017-06-30,,-71201000,732439000.0,256492000,710031000,,119777000
CCR,-1q,-785000,29264000,63101000,51476000,748000,1818000.0,31400000,21957000,7492000,-76000,23908000,92224000,2018-03-31,,,492279000.0,748000,192586000.0,,94501000
CCR,-2q,-2041000,11859000,52998000,51707000,1533000,,25770000,11310000,9940000,2475000,15830000,77524000,2017-12-31,,,494239000.0,1533000,,,78768000
CCR,-3q,-3034000,20029000,62512000,44849000,3574000,85000.0,15752000,3614000,9734000,-6000,6018000,75262000,2017-09-30,,,481549000.0,3574000,185691000.0,,78264000
CCR,-4q,74000,23092000,60509000,50472000,6608000,89000.0,21963000,11474000,8093000,-1403000,13870000,80368000,2017-06-30,,,490335000.0,6608000,187490000.0,,82472000
CCRC,-1q,,,,45867354,,3842371.0,,,,,,,2017-12-31,,39191027,55936831.0,18628365,,,
CCRC,-2q,,,,33230332,,,,,,,,,2017-06-30,,32892336,41185230.0,14945618,,,
CCRC,-3q,,,,32385492,,,,,,,,,2016-12-31,,28503232,37723629.0,15947268,,,
CCRC,-4q,,,,28237180,,464470.0,,,,,,,2016-06-30,,25864324,34337134.0,11033286,,,
CCRN,-1q,7097000,13273000,156535000,203469000,32621000,5625000.0,53753000,1642000,48742000,,4248000,210288000,2018-03-31,,235500000,459794000.0,32621000,97939000.0,,210288000
CCRN,-2q,14767000,16803000,161371000,208887000,25537000,6875000.0,58303000,27950000,49848000,,8455000,219674000,2017-12-31,,237089000,467687000.0,25537000,99134000.0,,219674000
CCRN,-3q,-23166000,3180000,168008000,201982000,10765000,,60480000,6723000,50628000,,9852000,228488000,2017-09-30,,208702000,456656000.0,10765000,,,228488000
CCRN,-4q,20546000,24115000,152785000,200515000,33936000,,56528000,4850000,49211000,,7317000,209313000,2017-06-30,,200954000,382490000.0,33936000,,,209313000
CCS,-1q,-57722000,-44571000,324855000,1610487000,35991000,37013000,76991000,20019000,56522000,-2909000,20469000,401846000,2018-03-31,,757418000,1740485000.0,29986000,813755000,,401846000
CCS,-2q,30310000,16107000,431320000,1607347000,88832000,48319000,92624000,17195000,62707000,-4153000,29917000,523944000,2017-12-31,,735233000,1735022000.0,88832000,824602000,,523944000
CCS,-3q,-278264000,-90869000,315919000,1540143000,58522000,27465000,63797000,9470000,46165000,-3542000,17632000,379716000,2017-09-30,,653012000,1631008000.0,58522000,803481000,,379716000
CCS,-4q,312975000,-29770000,237079000,1338745000,336786000,10551000,54745000,14831000,34220000,-2708000,20525000,291824000,2017-06-30,,521827000,1405506000.0,336786000,787400000,,291824000
CCT,-1q,-5260000,25738000,15408000.0,273978000,176933000,,84234000.0,72903000,15283000,-236911000,68951000,99642000,2018-03-31,,2505904000,4277917000.0,166550000,,,99642000
CCT,-2q,-114804000,152394000,,238130000,182145000,1588380000.0,,7167000,34569000,-16521000,72225000,106794000,2017-12-31,,2485102000,4221500000.0,130964000,,,106794000
CCT,-3q,166757000,64512000,,395340000,296854000,1658946000.0,,45281000,26150000,205722000,71443000,97593000,2017-09-30,,2719208000,4422594000.0,288110000,,1703386000.0,4416000
CCT,-4q,77412000,71742000,,246543000,130456000,1480179000.0,,36962000,30793000,493506000,69681000,100474000,2017-06-30,,2749898000,4387621000.0,125175000,,,100474000
CCU,-1q,,,344191320.0,1150547400.0,,175065696.0,437710608.0,93969720.0,287349120.0,,150361488,781901928.0,2018-03-31,,1832344128.0,3247179192.0,342285264.0,441438264.0,,781901928.0
CCU,-2q,,,378738189.375,1186704730.25,,45673008.875,450208100.875,90095448.625,309716333.875,,140491767,828946290.25,2017-12-31,,1789250217.625,3211372266.375,288616911.375,307300823.375,,828946290.25
CCU,-3q,,,302190720.0,994663800.0,,95523480.0,313248000.0,29813160.0,246108720.0,,67139280,615438720.0,2017-09-30,,1702615200.0,2933762520.0,177947640.0,350640888.0,1231147320.0,615438720.0
CCU,-4q,,,-49509985.0,896468300.0,,115355240.0,-106472730.0,-57405215.0,-22079855.0,,-84391370,-155982715.0,2017-06-30,,1645226870.0,2745160635.0,186272345.0,335934060.0,1099933765.0,-155982715.0
CCXI,-1q,-9470000,40948000,,149798000,30550000,,,-9417000,19402000,,-9856000,9546000,2018-03-31,14742000,25532000,181764000.0,146568000,,,9546000
CCXI,-2q,22059000,5795000,,179830000,40020000,,,39655000,17009000,,39292000,56301000,2017-12-31,12881000,79267000,189328000.0,127291000,,,56301000
CCXI,-3q,-3539000,-12905000,,122393000,17961000,,,-6560000,15939000,,-6910000,9029000,2017-09-30,12315000,37297000,127948000.0,120564000,,,9029000
CCXI,-4q,2546000,-14092000,,124167000,21500000,,,-9240000,18513000,,-9576000,8937000,2017-06-30,14329000,40915000,140527000.0,121645000,,,8937000
CCZ,-1q,2606000000,5474000000,7429000000,18753000000,6177000000,3039000000,15362000000,3118000000,10717000000,1000000,4645000000,22791000000,2018-03-31,,69482000000,190876000000.0,6030000000,66717000000,,22791000000
CCZ,-2q,-686000000,5442000000,6892000000,16060000000,3428000000,5134000000,15023000000,14985000000,10916000000,24000000,4107000000,21915000000,2017-12-31,,68606000000,186949000000.0,3428000000,64556000000,,21915000000
CCZ,-3q,1421000000,5147000000,6077000000,15960000000,4114000000,5241000000,14906000000,2650000000,10114000000,44000000,4792000000,20983000000,2017-09-30,,55427000000,185301000000.0,4114000000,64961000000,,20983000000
CCZ,-4q,-1339000000,5189000000,6341000000,14832000000,2693000000,6358000000,14824000000,2513000000,10266000000,25000000,4558000000,21165000000,2017-06-30,,55005000000,183031000000.0,2693000000,63568000000,,21165000000
CDAY,-1q,-34000000,-23400000,119700000,4488200000.0,62200000,,89200000,-2100000,65600000,600000,23600000,208900000,2018-03-31,,1066400000.0,6879500000.0,4356100000.0,,,208900000
CDAY,-2q,-54400000,-44700000,113200000,,77700000,,73800000,-11200000,60700000,300000,13100000,187000000,2017-03-31,,,,,,,187000000
CDE,-1q,-64788000,12851000,136800000,351017000,172101000,17040000,26467000,1241000,13029000,,13438000,163267000,2018-03-31,,814311000,1661935000.0,159643000,414024000,,163267000
CDE,-2q,-10799000,94474000,110104000,449557000,192032000,30753000,44039000,7625000,11057000,,32982000,154143000,2017-12-31,,814977000,1701175000.0,192032000,411322000,,154143000
CDE,-3q,-13595000,29432000,162568000,474126000,236221000,14375000,13395000,-16652000,15373000,,-1978000,175963000,2017-09-30,7961000.0,764537000,1402092000.0,236221000,288898000,637555000.0,175963000
CDE,-4q,39676000,29279000,166380000,481851000,250038000,13014000,6974000,-10955000,11408000,9342000.0,-4434000,173354000,2017-06-30,,777511000,1394648000.0,250038000,284780000,,173354000
CDEV,-1q,-87691000,131826000,30449000,166324000,38224000.0,,185449000,66090000,97582000,-7497000,87867000,215898000,2018-03-31,,2946808000,3692563000.0,38224000.0,,,215898000
CDEV,-2q,123334000,122768000,23227000,202585000,125915000.0,,142903000,30536000,94614000,-2259000,48289000,166130000,2017-12-31,,2834225000,3616569000.0,117315000.0,,,166130000
CDEV,-3q,2581000,44010000,17821000,59275000,2581000.0,,93790000,14447000,67245000,1427000,26545000,111611000,2017-09-30,,2740429000,3274612000.0,2581000.0,,,111611000
CDEV,-4q,-54874000,73892000,12996000,38756000,,,78068000,20762000,54814000,-9447000,23254000,91064000,2017-06-30,,2722157000,3098569000.0,,,,91064000
CDK,-1q,12900000,190500000,295000000,1045800000,461400000,45500000,281600000,96100000,121700000,,159900000,576600000,2018-03-31,,-232300000,2697900000.0,461400000,2138900000,,576600000
CDK,-2q,-348600000,24200000,290800000,1046200000,443600000,45900000,270900000,104000000,122200000,,148700000,561700000,2017-12-31,,-209000000,2690000000.0,443600000,2149800000,,561700000
CDK,-3q,55600000,127800000,307700000,1328700000,788600000,46200000,258000000,81300000,113700000,,144300000,565700000,2017-09-30,,-11700000,2937900000.0,788600000,2160600000,2949600000.0,565700000
CDK,-4q,331700000,143800000,308900000,1278800000,726100000,46500000,256500000,58700000,135700000,,120800000,565400000,2017-06-30,,-73800000,2883100000.0,726100000,2171700000,,565400000
CDLX,-1q,68348000.0,-90000.0,23363000.0,136098000.0,89785000.0,25657000.0,9350000.0,-20055000.0,19167000.0,9172000.0,-9817000.0,32713000.0,2018-03-31,3459000.0,40558000.0,157807000.0,89785000.0,58551000.0,,32713000.0
CDLX,-2q,-6949000.0,-5531000.0,24278000.0,74629000.0,21262000.0,44000.0,14988000.0,-4056000.0,17183000.0,,-2195000.0,39266000.0,2017-12-31,2623000.0,-208686000.0,100758000.0,21262000.0,57012000.0,,39266000.0
CDLX,-3q,,,,71244000.0,,63000.0,,,,,,,2017-09-30,,889000.0,93415000.0,28186000.0,55513000.0,,
CDLX,-4q,1339000.0,-5824000.0,18230000.0,,24353000.0,,8651000.0,-12463000.0,15699000.0,327000.0,-7048000.0,26881000.0,2017-03-31,3013000.0,,,,,,26881000.0
CDMO,-1q,-9789000,-8633000,10951000,41029000,17938000,,-4132000,-11004000,4824000,,-8956000,6819000,2018-01-31,,31519000,69857000.0,17938000,,38338000,6819000
CDMO,-2q,-9529000,-7258000,16242000,48976000,27727000,,-3460000,-12624000,7589000,,-11049000,12782000,2017-10-31,3722000.0,42906000,78627000.0,27727000,,35721000,12782000
CDMO,-3q,-9543000,-12210000,20448000,70763000,37256000,,6629000,-1205000,7858000,,-1229000,27077000,2017-07-31,3645000.0,56008000,100275000.0,37256000,,44267000,27077000
CDMO,-4q,5271000,-12170000,11782000,89100000,46799000,,6122000,-5272000,34029000,1000.0,-27907000,17904000,2017-04-30,6717000.0,53582000,118112000.0,46799000,,64530000,17904000
CDMOP,-1q,-9789000,-8633000,10951000,41029000,17938000,,-4132000,-11004000,4824000,,-8956000,6819000,2018-01-31,,31519000,69857000.0,17938000,,38338000,6819000
CDMOP,-2q,-9529000,-7258000,16242000,48976000,27727000,,-3460000,-12624000,7589000,,-11049000,12782000,2017-10-31,3722000.0,42906000,78627000.0,27727000,,35721000,12782000
CDMOP,-3q,-9543000,-12210000,20448000,70763000,37256000,,6629000,-1205000,7858000,,-1229000,27077000,2017-07-31,3645000.0,56008000,100275000.0,37256000,,44267000,27077000
CDMOP,-4q,5271000,-12170000,11782000,89100000,46799000,,6122000,-5272000,34029000,1000.0,-27907000,17904000,2017-04-30,6717000.0,53582000,118112000.0,46799000,,64530000,17904000
CDNA,-1q,-7590000,-4518000,6384000,32697000,18901000,997000,7669000,-8969000,12904000,,-5235000,14053000,2018-03-31,3368000,33393000,78952000.0,18695000,10726000.0,,14053000
CDNA,-2q,10711000,-2148000,5589000,26767000,16895000,15734000,6914000,-31671000,11201000,,-4287000,12503000,2017-12-31,3028000,-6134000,83565000.0,16895000,34072000.0,,12503000
CDNA,-3q,-3088000,-2221000,5209000,16946000,5976000,15030000,6982000,-14268000,10846000,,-3864000,12191000,2017-09-30,2959000,-311000,75093000.0,5976000,36204000.0,,12191000
CDNA,-4q,-12412000,-3197000,5189000,19909000,9104000,33927000,6857000,-3968000,10456000,,-3599000,12046000,2017-06-30,3118000,11831000,77738000.0,9104000,,,12046000
CDNS,-1q,47463000,157647000,63209000,1069943000,746968000,344826000.0,454104000,72885000,370262000,-1123000,83842000,517313000,2018-03-31,224185000,1142298000,2486673000.0,752434000,689592000.0,,517313000
CDNS,-2q,5714000,126856000,60284000,979988000,688087000,85000000.0,441438000,-14442000,347982000,-1367000,93456000,501722000,2017-12-31,203468000,989202000,2418714000.0,692542000,729369000.0,,501722000
CDNS,-3q,23044000,89314000,54482000,931105000,678284000,,430916000,81157000,350586000,-10419000,80330000,485398000,2017-09-30,206568000,1010740000,2305227000.0,682419000,,,485398000
CDNS,-4q,103480000,162140000,60832000,883450000,655998000,,418169000,69127000,336408000,-855000,81761000,479001000,2017-06-30,195901000,951793000,2267699000.0,659227000,,,479001000
CDOR,-1q,-743000,2935000,12673000,14679000,9592000,1049000,4006000,786000,1869000,-652000,2137000,16302000,2018-03-31,,109076000,268717000.0,4609000,148881000,,16679000
CDOR,-2q,280000,2406000,10028000,15653000,5441000,1069000,5250000,1338000,3932000,-1752000,1318000,15278000,2017-12-31,,110406000,242980000.0,5441000,121650000,,15278000
CDOR,-3q,-769000,2691000,10269000,15676000,5161000,1038000,5293000,-1032000,3695000,-76000,1598000,15562000,2017-09-30,,109440000,248638000.0,5161000,126714000,,15562000
CDOR,-4q,-7883000,2366000,9224000,14152000,5930000,1050000,5028000,4925000,3280000,-5104000,1748000,14252000,2017-06-30,,112392000,214461000.0,5930000,91647000,,14252000
CDR,-1q,-301000,10100000,12873000,25821000,6918000,506809000,24695000,-16668000,14548000,,10147000,28161000,2018-03-31,,560562000,1238512000.0,3004000,634016000,,37568000
CDR,-2q,1462000,15384000,11648000,24412000,3702000,452156000,25489000,5541000,14350000,,11139000,28713000,2017-12-31,,628336000,1252418000.0,3702000,580125000,,37137000
CDR,-3q,-697000,11817000,10509000,22038000,2240000,491855000,25889000,6300000,13928000,,11961000,28962000,2017-09-30,,577754000,1255789000.0,2240000,627670000,,36398000
CDR,-4q,1624000,19473000,10383000,21276000,2937000,484335000,25316000,-4474000,14190000,,11126000,28687000,2017-06-30,,574268000,1241570000.0,2937000,620963000,,35699000
CDTI,-1q,-711000,-738000,3194000,8068000,2128000,,1718000,-295000,2210000,-220000,-492000,4912000,2018-03-31,757000,4367000,10586000.0,2128000,,,4912000
CDTI,-2q,-630000,-606000,3850000,8218000,2807000,,1033000,-1441000,2671000,-119000,-1638000,4883000,2017-12-31,759000,4381000,10814000.0,2807000,,,4883000
CDTI,-3q,1625000,-1174000,5370000,11505000,3341000,,1487000,-360000,3032000,-1543000,-1545000,6857000,2017-09-30,1155000,5614000,14594000.0,3341000,,,6857000
CDTI,-4q,-901000,-365000,6455000,13045000,1611000,672000.0,1944000,-385000,2903000,139000,-959000,8399000,2017-06-30,987000,5598000,16251000.0,1611000,,,8399000
CDTX,-1q,-7803000,-14722000,,68990000,53010000,2083000,,-16749000,16810000,,-16810000,,2018-03-31,13199000,50919000,70247000.0,66191000,9892000,,
CDTX,-2q,6537000,-9491000,,77670000,60813000,2667000,,-13428000,13459000,,-13459000,,2017-12-31,10230000,59744000,79035000.0,75314000,9873000,19291000.0,
CDTX,-3q,-23736000,-13868000,,66203000,54276000,1667000,,-12257000,12249000,,-12249000,,2017-09-30,9159000,50573000,67436000.0,64152000,9852000,16863000.0,
CDTX,-4q,-4186000,-12032000,,79803000,78012000,667000,,-16645000,16615000,,-16615000,,2017-06-30,13191000,61264000,81158000.0,78012000,9832000,,
CDW,-1q,75100000,222200000,3002500000,3479900000,221000000,25800000,603900000,127000000,399800000,,204100000,3606400000,2018-03-31,,996900000,7027900000.0,221000000,3235500000,,3606400000
CDW,-2q,45000000,338600000,3224200000,3378100000,144200000,25500000,614300000,195200000,392800000,,221500000,3838500000,2017-12-31,,982900000,6956600000.0,144200000,3235500000,,3838500000
CDW,-3q,20200000,62900000,3391900000,3492500000,97900000,41500000,642000000,129200000,398300000,,243700000,4033900000,2017-09-30,,806500000,7101800000.0,97900000,3429900000,,4033900000
CDW,-4q,-175400000,6300000,3353300000,3396700000,79000000,18500000,641100000,141000000,410000000,,231100000,3994400000,2017-06-30,,849100000,7041600000.0,79000000,3296300000,,3994400000
CDXC,-1q,-4352000,-3989000,3430000,52582000,41037000,200000,3137000,-8443000,11536000,1000.0,-8399000,6567000,2018-03-31,1439000,46664000,57445000.0,41037000,458000,,6567000
CDXC,-2q,21389215,-3766977,3695837,57178318,45388848,195533,3834999,-8821816,11867009,,-8032010,7530836,2017-12-31,1452668,53833668,62723600.0,45388848,505622,8889932.0,7530836
CDXC,-3q,9861026,-475321,3169321,36259034,23999633,190892,2915369,2137077,6092153,-5464071.0,-3176784,6084690,2017-09-30,1040561,33737841,41801512.0,23999633,551640,,6084690
CDXC,-4q,12953178,-5510880,3044086,27376977,14138607,299103,2262769,-2764124,4235834,1323.0,-1973065,5306855,2017-06-30,849962,25719423,32920164.0,14138607,692287,,5306855
CDXS,-1q,-6965000,-4185000,3825000,35967000,25811000,,10217000,-4694000,14924000,1000,-4707000,14042000,2018-03-31,7178000,15068000,44506000.0,24300000,,,14042000
CDXS,-2q,7393000,7605000,3559000,45039000,31219000,,18164000,970000,17284000,14000,880000,19979000,2017-12-31,9417000,24547000,53625000.0,31219000,,,21723000
CDXS,-3q,-4991000,-4810000,3976000,35024000,23826000,,6008000,-10226000,16044000,-2000,-10036000,9877000,2017-09-30,8055000,22092000,44101000.0,23826000,,,9984000
CDXS,-4q,14926000,-7992000,3790000,40390000,28817000,,6557000,-6280000,12894000,-2000,-6337000,9991000,2017-06-30,6348000,30637000,49784000.0,28817000,,,10347000
CDZI,-1q,-4453000,-3937000,,9317000,8710000,57000,,-5971000,2594000,-516000.0,-2486000,108000,2018-03-31,,-82894000,62869000.0,8577000,140383000,,108000
CDZI,-2q,-3025000,-2740000,,13477000,13030000,1408000,,-7075000,4118000,,-4008000,110000,2017-12-31,,-78699000,66505000.0,13030000,138452000,,110000
CDZI,-3q,-3379000,-2859000,,16636000,16055000,1378000,,-5992000,2525000,,-2414000,111000,2017-09-30,,-76291000,68889000.0,16055000,135330000,,111000
CDZI,-4q,10027000,-2232000,,20000000,19434000,1398000,,-13570000,2213000,,-2105000,108000,2017-06-30,,-70667000,72217000.0,19434000,132010000,,108000
CE,-1q,-94000000,143000000,1336000000,3006000000,490000000,425000000,515000000,363000000,171000000,-16000000,344000000,1851000000,2018-03-31,18000000,3253000000,9780000000.0,522000000,3768000000,,1851000000
CE,-2q,111000000,58000000,1182000000,2792000000,576000000,326000000,411000000,203000000,190000000,-333000000,221000000,1593000000,2017-12-31,19000000,2887000000,9538000000.0,608000000,3641000000,,1593000000
CE,-3q,-60000000,255000000,1181000000,2613000000,461000000,435000000,385000000,226000000,136000000,-75000000,249000000,1566000000,2017-09-30,19000000,2715000000,9062000000.0,492000000,3389000000,,1566000000
CE,-4q,-6000000,298000000,1143000000,2583000000,511000000,384000000,367000000,231000000,118000000,-9000000,249000000,1510000000,2017-06-30,17000000,2694000000,8883000000.0,541000000,3315000000,,1510000000
CEA,-1q,,,,2812548750,,7430891250,,,,,,,2017-12-31,,8511600000,35320526250.0,708018750,20090358750,,
CEA,-2q,-635146670.0,1090540520.0,3460091490.0,2828702195,650927645.0,3846950820,971356585.0,536252560.0,247986750.0,,723369835.0,4431448075.0,2017-09-30,,8198892840,33613777340.0,659795050,5097555515,25414884500.0,4431448075.0
